"Sex","Race/Ethnicity","First Year","Last Year","Cause of Injury","Disp","ageRangLo","ageRangHi","Age in Years","Year","Injuries","Population","records","suppressed","cv","Number of$Cases (Sample)","Standard$Error","CV","Lower 95%$Confidence$Limit","Upper 95%$Confidence$Limit","ageadj"
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020",".","205,975",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020","158784","2,376,377","2691",".","0.096","2691","15185","9.6","129021","188548","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020","73388","1,313,602","937",".","0.131","937","9610","13.1","54552","92224","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020","35488","403,933","754",".","0.246","754","8730","24.6","18378","52599","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020","11663","449,419","246",".","0.3","246","3496","30","4811","18516","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020","4918","209,423","79",".","0.27","79","1330","27","2312","7525","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020",".",".",".","1",".",".",".",".",".",".","."
"U","A","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020",".",".",".","1",".",".",".",".",".",".","."
"U","B","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020","396914","4,821,081","6823",".","0.104","6823","41177","10.4","316208","477620","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020","171867","2,681,607","2240",".","0.137","2240","23584","13.7","125643","218092","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020","91061","794,943","1911",".","0.277","1911","25201","27.7","41668","140454","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020","33823","923,649","668",".","0.256","668","8647","25.6","16876","50771","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020",".","420,882",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020","235931","2,446,049","4138",".","0.108","4138","25387","10.8","186173","285690","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020","100565","1,359,380","1326",".","0.146","1326","14657","14.6","71837","129294","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020",".","395,790",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020","21229","483,506","423",".","0.245","423","5200","24.5","11037","31421","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020",".","207,373",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020","160983","2,375,032","2685",".","0.107","2685","17284","10.7","127106","194860","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020","71302","1,322,227","914",".","0.135","914","9608","13.5","52470","90134","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020","34243","399,153","722",".","0.249","722","8511","24.9","17562","50923","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020","12594","440,143","245",".","0.282","245","3552","28.2","5632","19557","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020","4380","213,509","76",".","0.276","76","1207","27.6","2013","6746","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","30","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020","389954","4,627,340","6642",".","0.104","6642","40665","10.4","310250","469658","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020","171453","2,590,013","2209",".","0.136","2209","23330","13.6","125726","217180","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020","91777","743,786","1846",".","0.282","1846","25869","28.2","41074","142480","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020","32114","876,449","648",".","0.255","648","8179","25.5","16084","48144","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020","11884","417,092","186",".","0.291","186","3460","29.1","5102","18666","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020","239471","2,346,037","4063",".","0.113","4063","27004","11.3","186543","292398","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020","106958","1,313,626","1384",".","0.141","1384","15059","14.1","77443","136473","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020",".","367,833",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020","20328","460,322","424",".","0.243","424","4949","24.3","10628","30029","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020",".","204,256",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020","150483","2,281,303","2579",".","0.1","2579","15018","10","121048","179919","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020","64495","1,276,387","825",".","0.138","825","8926","13.8","47000","81990","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020","33765","375,953","742",".","0.248","742","8359","24.8","17382","50148","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020","11785","416,127","224",".","0.284","224","3344","28.4","5231","18340","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020","4905","212,836","83",".","0.287","83","1408","28.7","2146","7664","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","31","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020","374153","4,514,736","6398",".","0.1","6398","37468","10","300715","447590","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020","168185","2,541,006","2178",".","0.129","2178","21656","12.9","125739","210631","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020","87718","697,758","1727",".","0.289","1727","25388","28.9","37957","137479","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020","31124","869,996","649",".","0.227","649","7056","22.7","17294","44953","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020","11043","405,976","171",".","0.296","171","3267","29.6","4640","17446","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020","231546","2,286,384","3964",".","0.112","3964","25838","11.2","180903","282189","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020","104099","1,284,997","1365",".","0.137","1365","14262","13.7","76146","132052","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020",".","343,705",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020","20442","459,333","426",".","0.228","426","4657","22.8","11314","29570","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020",".","198,349",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020","142607","2,228,352","2434",".","0.091","2434","12921","9.1","117281","167933","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020","64086","1,256,009","813",".","0.126","813","8067","12.6","48274","79898","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020","32184","354,053","669",".","0.243","669","7818","24.3","16860","47508","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020","10682","410,663","223",".","0.237","223","2534","23.7","5714","15649","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020","4455","207,627","74",".","0.24","74","1070","24","2358","6552","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","32","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020","358844","4,432,699","6067",".","0.1","6067","35733","10","288807","428882","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020","164971","2,508,898","2151",".","0.133","2151","21926","13.3","121995","207947","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020","79556","669,301","1601",".","0.281","1601","22349","28.1","35753","123359","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020","31138","857,694","589",".","0.255","589","7934","25.5","15587","46689","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020",".","396,806",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020","216045","2,244,172","3702",".","0.115","3702","24756","11.5","167523","264567","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020","95870","1,270,799","1278",".","0.142","1278","13597","14.2","69220","122519","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020",".","327,999",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020","18850","451,980","368",".","0.26","368","4893","26","9259","28440","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020",".","193,394",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020","142800","2,188,527","2365",".","0.096","2365","13648","9.6","116050","169549","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020","69102","1,238,099","873",".","0.141","873","9726","14.1","50039","88164","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020","29087","341,302","613",".","0.226","613","6578","22.6","16193","41980","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020","12288","405,714","221",".","0.27","221","3317","27","5787","18789","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020",".","203,412",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","33","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","34","2020","354796","4,442,547","5990",".","0.104","5990","37076","10.4","282127","427465","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","34","2020","157661","2,527,073","2034",".","0.128","2034","20244","12.8","117982","197340","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","34","2020",".","655,597",".","1",".",".",".",".",".",".","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","34","2020","31363","862,945","655",".","0.283","655","8864","28.3","13989","48738","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","34","2020",".","396,932",".","1",".",".",".",".",".",".","."
